"Data Year","Data Year (cat)","Class Grade","Class Grade (cat)",State,Gender,Age,"Age (cat)",Handedness,Height,"Right foot length","Arm span","Languages spoken","Travel method to school","Travel time to school","Reaction time","Memory time","Favourite physical activity","Reducing pollution",Recycling,"Conserving water","Conserving energy","Owning a computer","Access to the internet","Left foot length","Longer foot","Index finger length","Ring finger length","Long finger left hand","Birth month","Favorite season",Allergies,Vegetarian,"Favorite food",Beverage,"Favorite school subject","Sleep hours (school night)","Sleep hours (non-school night)","Home occupants","Home internet access","Communication with friends","Text messages sent yesterday","Text messages received yesterday","Hanging out with friends","Talking on the phone","Doing homework","Doing things with family","Playing sports/outdoor games or activities","Playing computer/video games","Using social networking web sites","Sending/receiving text, SMS, or computer instant messages","Using the computer/internet","Watching TV","Paid work","Housework/Jobs at home","Schoolwork pressure","Planned education level","Favorite music",Superpower,"Preferred status","Role model type","Charity donation"
2019,y2019,7,G07,CA,Female,11,[11],Right-Handed,156,26,162,2,Walk,14,0,51,Swimming,921,682,451,639,821,900,25,"Left foot",90,75,"Index finger",11.Nov,3.Summer,Yes,No,Pizza/Pasta,Water,"Computers and technology",8,9,3,"Yes - broadband connection","Cell phone",300,,7,30,19,10,12,17,22,10,30,10,0,5,3.Some,"5.Graduate degree",Pop,Telepathy,Happy,Friend,"Wildlife, animals"
2017,y2017,11,G11,CA,Male,17,[17],Right-Handed,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,y2020,12,G12,CA,Male,17,[17],Right-Handed,178,25,178,1,Car,20,0,38,Soccer,700,300,800,50,1000,1000,25,"Right foot",69,70,"Ring finger",03.Mar,1.Winter,No,No,Meat,Water,Art,5,5,5,"Yes - broadband connection","Text messaging",40,20,0,1,28,0,3,,5,10,18,0,0,0,"4.A lot","4.Undergraduate degree","Rap/Hip hop",Fly,Rich,"Sports person","Arts, culture, sports"
2015,y2015,12,G12,CA,Female,17,[17],Right-Handed,124.46,,164,1,Bus,45,0,63,Dancing,48,893,866,0,963,1000,,"Left foot",60,70,"Index finger",12.Dec,4.Fall,Yes,No,"No favorite",Juice,Other,4,9,6,"Yes - dial-up connection","Text messaging",100,110,7,14,14,0,0,0,10,24,24,24,6,4,3.Some,"4.Undergraduate degree","Rhythm and blues (R&B)",Telepathy,Rich,Relative,"Education/Youth development"
2019,y2019,11,G11,CA,Female,17,[17],Right-Handed,157,23,151,1,Car,8,0,35,Tennis,900,850,800,800,800,800,24,"Same length",70,70,"Same length",08.Aug,4.Fall,No,No,"Rice/Noodle dishes",Water,English,5,13,11,"Yes - broadband connection","Text messaging",10,20,4,0.5,12,5,13,2,3,3,4,5,0.5,4,"4.A lot","5.Graduate degree","Rap/Hip hop",Telepathy,Happy,"Doctor or nurse","Education/Youth development"
2020,y2020,12,G12,CA,Male,17,[17],Right-Handed,170.2,22,127,2,,10,0,50,Other,560,800,610,760,800,950,21,"Right foot",85,76,"Index finger",01.Jan,4.Fall,No,No,Meat,"Sports drink","Computers and technology",5,8,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,30,10,2,9,12,7,5,8,8,10,2,40,10,3.Some,"3.Some college","Rap/Hip hop","Freeze time",Rich,"Musician or singer",Health
2013,y2013,12,G12,CA,Male,17,[17],Right-Handed,184,25,183.5,2,Car,10,1,52,Soccer,200,200,500,500,700,1000,29,"Left foot",100,80,"Index finger",08.Aug,4.Fall,Yes,No,Meat,Water,History,5,7,5,"Yes - broadband connection","In person",20,20,3,2,6,5,12,10,1,1,8,1,0,6,3.Some,"4.Undergraduate degree","Rock and roll","Freeze time",Healthy,Actor,"Education/Youth development"
2018,y2018,12,G12,CA,Female,15,[15],Right-Handed,155,23.5,158,1,Car,6,1,40,Dancing,800,500,1000,800,800,1000,23,"Right foot",90,95,"Ring finger",10.Oct,3.Summer,No,No,Breads/Sandwiches,Water,Other,8,10,3,"Yes - broadband connection","Text messaging",175,177,0,0,30,40,50,12,20,10,30,0,0,7,"4.A lot","5.Graduate degree",Pop,Fly,Happy,"Coach or club leader","Arts, culture, sports"
2020,y2020,12,G12,CA,Male,18,[18],Right-Handed,170,25.4,167.64,2,"Rail (Train/Tram/Subway)",20,0,53,Other,5,5,7,7,9,10,25.4,"Same length",76.2,83,"Ring finger",10.Oct,1.Winter,No,No,Meat,Water,English,6,10,6,"Yes - broadband connection","In person",5,4,4,1,0,5,9,3,3,2,4,3,20,3,"4.A lot","1.Less than high school",Other,"Freeze time",Happy,"Musician or singer","Education/Youth development"
2015,y2015,12,G12,CA,Female,16,[16],Right-Handed,164,21,148,2,Car,7,1,48,Soccer,755,539,800,235,123,799,21,"Same length",65,75,"Ring finger",11.Nov,1.Winter,No,No,Pizza/Pasta,Coffee,"Computers and technology",7,10,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",9,10,35,1,11,20,2,5,20,2,15,5,0,5,"4.A lot","5.Graduate degree","Punk rock","Freeze time",Happy,"Sports person","Arts, culture, sports"
2019,y2019,12,G12,CA,Female,17,[17],Right-Handed,162.56,23,162,2,Car,9,1,49,Walking/Hiking,1000,1000,1000,1000,1000,1000,22,"Right foot",65,68,"Same length",02.Feb,4.Fall,No,No,Vegetables,Water,Languages,5,8,4,"Yes - other","Cell phone",12,25,5,1,25,10,4,0,30,20,40,0,18,2,"4.A lot","5.Graduate degree",Techno/Electronic,"Freeze time",Healthy,Other,"International aid"
2014,y2014,12,G12,CA,Male,17,[17],Left-Handed,180,25,170,2,Car,20,1,54,Walking/Hiking,744,873,979,561,759,603,24,"Right foot",85,94,"Ring finger",01.Jan,3.Summer,Yes,No,Desserts,Juice,Science,6,9,6,"Yes - other","Text messaging",48,45,3,2,5,8,3,2,8,14,6,9,0,4,3.Some,"5.Graduate degree",Other,"Freeze time",Happy,Relative,"International aid"
2018,y2018,6,G06,CA,Female,11,[11],Right-Handed,154,22,151,1,Car,3,1,57,Dancing,1000,900,950,800,60,50,22,"Same length",60,60,"Same length",02.Feb,1.Winter,No,No,Meat,Water,Art,8,9,4,"Yes - broadband connection","Text messaging",50,45,9,4,10,11,6,2,0,9,14,5,0,0,3.Some,"5.Graduate degree",Pop,Fly,Happy,Other,"International aid"
2020,y2020,12,G12,CA,Male,16,[16],Right-Handed,185,26,180,1,Car,9,0,34,Basketball,900,1000,650,545,850,750,27,"Left foot",,,"Index finger",09.Sep,3.Summer,No,No,Meat,Water,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",30,55,10,3,15,20,10,10,25,5,40,5,30,3,"2.Very little","5.Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,Health
2015,y2015,8,G08,CA,Female,13,[13],Right-Handed,152.4,,152.4,2,Car,10,1,42,Baseball/Softball,1000,1000,1000,1000,50,50,21.6,,,,"Same length",09.Sep,3.Summer,No,No,Other,Water,Music,10,12,4,"Yes - other","Text messaging",0,2,2,0,3,10,1,3,0,1,10,4,0,1,3.Some,"5.Graduate degree",Pop,"Freeze time",Happy,Other,"Wildlife, animals"
2015,y2015,12,G12,CA,Female,17,[17],Left-Handed,165.1,26,152.4,5,Car,30,1,40,Walking/Hiking,487,299,1000,807,722,733,25.5,"Right foot",72,61,"Index finger",07.Jul,4.Fall,Yes,Yes,"Rice/Noodle dishes",Water,English,6.5,8,5,"Yes - broadband connection","Text messaging",34,47,15,1,32,10,27,0,15,21,21,5,0,2,"4.A lot","5.Graduate degree",Other,Invisibility,Happy,Teacher,"Education/Youth development"
2021,y2021,11,G11,CA,Male,16,[16],Right-Handed,175,29,175,2,Walk,25,0,44,Other,1000,920,850,904,187,1000,27,"Right foot",80,80,"Same length",09.Sep,1.Winter,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Other,7,9,7,"Yes - broadband connection","Text messaging",87,120,6,0,4,1,2,1,2,0,1,5,0,0,3.Some,"3.Some college","Rap/Hip hop",Invisibility,Rich,"Musician or singer",Other
2016,y2016,12,G12,CA,Male,17,[17],Right-Handed,177.8,28,160,1,Car,6,0,54,Running/Jogging,1000,1000,1000,1000,500,1000,28,"Same length",80,80,"Same length",01.Jan,4.Fall,Yes,No,Pizza/Pasta,Water,Science,6,8,3,"Yes - broadband connection","In person",50,,12,2,3,20,0,0,12,10,5,0,27,0,"4.A lot","5.Graduate degree",Pop,Invisibility,Healthy,Relative,"International aid"
2020,y2020,7,G07,CA,Female,13,[13],Right-Handed,,,,,Walk,15,5,,None,,,,,,,,"Left foot",,,"Same length",03.Mar,3.Summer,No,No,"No favorite",Water,English,9,,12,"Yes - other","In person",,,,,,,,,,,,,,,3.Some,"5.Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,"Education/Youth development"
2015,y2015,12,G12,CA,Female,17,[17],Right-Handed,175.3,26.7,182,1,Car,15,0,41,Dancing,743,572,893,834,963,997,26.7,"Same length",77,75.5,,04.Apr,4.Fall,No,No,Desserts,Coffee,Art,7,9,2,"Yes - broadband connection","Text messaging",45,45,25,0.25,20,5,0,0,30,10,7,1,0,1,"4.A lot","4.Undergraduate degree",Pop,"Freeze time",Happy,Friend,"Wildlife, animals"
2020,y2020,9,G09,CA,Female,15,[15],Right-Handed,157,23,157,1,Walk,17,0,41,Dancing,4,3,1,2,6,5,23,"Same length",,,"Index finger",10.Oct,4.Fall,Yes,No,"Rice/Noodle dishes",Water,History,9,6,4,"Yes - other","Text messaging",122,173,42,3,2,16,9,2,,,,16,0,14,"2.Very little",,"Rhythm and blues (R&B)",Fly,Happy,Friend,"International aid"
2017,y2017,12,G12,CA,Female,17,[17],Right-Handed,159,,144,3,Bus,30,,37,Dancing,90,1000,99,80,1000,1000,,"Left foot",75,70,"Index finger",12.Dec,1.Winter,Yes,No,Meat,Coffee,History,6,4,7,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,57,3,1,2,2,5,5,5,5,5,4,0,2,"4.A lot","5.Graduate degree","Rhythm and blues (R&B)",Fly,Happy,"Musician or singer","International aid"
2012,y2012,12,G12,CA,Female,17,[17],Right-Handed,162.56,22,163,3,Car,15,0,,Other,866,925,770,947,1000,1000,20,"Right foot",70,67,"Index finger",04.Apr,3.Summer,Yes,No,"Rice/Noodle dishes","Sports drink",Science,7,8,3,"Yes - broadband connection","Internet chat or instant messaging",150,160,7,0,28,3,11,2,50,,,2,0,2,3.Some,"5.Graduate degree",Pop,Fly,Happy,Relative,"Arts, culture, sports"
2020,y2020,12,G12,CA,Female,17,[17],Right-Handed,171,23,160,1,Car,10,0,52,Soccer,1000,900,700,700,800,900,23,"Right foot",,,"Index finger",10.Oct,4.Fall,Yes,No,Soups,Water,English,7,10,5,"Yes - broadband connection","Text messaging",150,150,10,10,25,5,12,0,12,3,20,7,0,2,"4.A lot","5.Graduate degree",Pop,Telepathy,Happy,"Coach or club leader",Environment
2021,y2021,11,G11,CA,Male,,,Right-Handed,167.6,24.5,167,1,Car,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,y2016,11,G11,CA,Female,17,[17],Left-Handed,175,24,180,3,Car,10,0,52,Swimming,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,y2016,12,G12,CA,Female,17,[17],Right-Handed,165,21,157,2,Car,30,1,40,Walking/Hiking,1000,1000,1000,1000,1000,1000,20,"Right foot",80,70,"Index finger",02.Feb,1.Winter,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",8,7,5,"Yes - broadband connection","Text messaging",250,300,4,2,4,7,3,2,7,7,3,3,0,2,"4.A lot","5.Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"Education/Youth development"
2015,y2015,8,G08,CA,Female,13,[13],Ambidextrous,154,26,162.56,3,Walk,45,0,27,Basketball,500,999,0,1000,1000,1000,24,"Right foot",,,"Index finger",07.Jul,3.Summer,Yes,No,Salads,Tea,Science,5,,5,"Yes - broadband connection","Cell phone",5,45,45,,20,,7,12,24,,,3,10,7,"2.Very little",6.Other,Other,Invisibility,Healthy,Other,Health
2020,y2020,7,G07,CA,Male,13,[13],Right-Handed,,40,101.6,2,Bus,30,1,2,Soccer,1000,1000,1000,1000,1000,,40,"Same length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,y2019,12,G12,CA,Female,18,[18],Right-Handed,,23,160,1,Other,20,0,36,Swimming,1000,1000,1000,900,700,700,24,"Left foot",70,70,"Same length",10.Oct,3.Summer,No,No,Breads/Sandwiches,Water,Art,7,12,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,100,40,15,10,10,5,2,25,25,25,10,0,0,"4.A lot","5.Graduate degree",Other,Fly,Healthy,Relative,"International aid"
2013,y2013,12,G12,CA,Female,17,[17],Right-Handed,170,24,171,1,Car,12,,1,None,452,512,569,448,712,899,25,"Left foot",90,100,"Ring finger",08.Aug,3.Summer,Yes,No,Seafood,Water,History,6,8,6,"Yes - broadband connection","Cell phone",34,42,5,3,3,4,0,0,3,2,3,2,16,7,"2.Very little",6.Other,"Rhythm and blues (R&B)","Freeze time",Famous,"Musician or singer",Other
2011,y2011,12,G12,CA,Male,17,[17],Right-Handed,187.9,33,195.7,1,Car,6,0,58,Cycling,800,700,400,,500,700,33,"Same length",,,"Ring finger",04.Apr,1.Winter,No,No,Poultry,Water,"Physical education",8,9,4,"Yes - broadband connection","In person",6,11,6,1,8,5,10,8,20,2,20,15,7,4,1.None,,,,,,
2015,y2015,12,G12,CA,Male,17,[17],Left-Handed,162.5,22.86,168.9,2,Bus,20,0,48,Basketball,500,500,500,500,500,1000,22.86,"Same length",69.85,69.85,"Ring finger",02.Feb,3.Summer,Yes,No,Meat,Water,Other,6,12,4,"Yes - other","Text messaging",100,100,21,0,0,30,10,5,1,0,2,0,4,2,"4.A lot","5.Graduate degree",Other,Invisibility,Happy,Other,Health
2017,y2017,12,G12,CA,Male,16,[16],Right-Handed,180,29,184,2,Car,15,0,51,Soccer,1000,1000,1000,1000,995,802,30,"Left foot",80,80,"Same length",10.Oct,3.Summer,No,No,Pizza/Pasta,Water,Art,6,8,3,"Yes - broadband connection","Text messaging",15,22,5,0,4,1,2,7,20,3,4,3,0,1,3.Some,"5.Graduate degree",Pop,"Super strength",Happy,Relative,"Wildlife, animals"
2013,y2013,7,G07,CA,Female,13,[13],Right-Handed,152,22,152,1,Car,30,0,41,Dancing,850,800,900,700,50,300,22,"Same length",75,70,"Index finger",01.Jan,3.Summer,Yes,No,Pizza/Pasta,Water,Science,9,10,5,,"In person",5,5,3,0,10,5,15,1,1,2,5,10,0,1,3.Some,"5.Graduate degree",Pop,Fly,Happy,Relative,Health
2019,y2019,12,G12,CA,Male,17,[17],Left-Handed,183,,175,2,Bus,90,0,44,Athletics,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,y2012,12,G12,CA,Male,18,[18],Left-Handed,186.5,29.1,187.5,1,Car,15,0,38,Soccer,600,500,500,600,850,900,29.4,"Left foot",95,92,"Index finger",11.Nov,3.Summer,Yes,No,Pizza/Pasta,Water,History,6.5,8,6,"Yes - broadband connection",Telephone,0,0,6,1,10,9,8,8,1,0,8,10,3,4,3.Some,"5.Graduate degree","Rock and roll","Freeze time",Happy,"Religious figure",Religious
2019,y2019,12,G12,CA,Female,17,[17],Right-Handed,168,24,168,2,Car,3,0,35,Tennis,729,676,784,625,900,961,23,"Right foot",70,73,"Ring finger",06.Jun,4.Fall,No,No,"Rice/Noodle dishes",Water,Science,7,8,4,"Yes - broadband connection","Internet chat or instant messaging",122,111,4,2,20,10,1,0,0,21,29,0,0,1,"2.Very little","5.Graduate degree",Other,"Freeze time",Healthy,"Business person",Environment
2022,y2022,8,G08,CA,Male,13,[13],Right-Handed,171,,,1,Car,6,0,49,None,765,487,801,524,369,280,,,100,80,"Same length",08.Aug,1.Winter,No,No,Meat,Water,"Mathematics and statistics",7,,4,"Yes - other","Internet chat or instant messaging",27,60,3,4,2,6,1,4,1,1,2,0,0,2,3.Some,"5.Graduate degree",Techno/Electronic,Fly,Happy,Relative,Other
2019,y2019,12,G12,CA,Male,17,[17],Left-Handed,175,24,183,1,Car,10,0,40,Other,300,400,300,400,600,800,24.5,"Left foot",73,76,"Ring finger",05.May,1.Winter,Yes,No,Meat,Water,Science,7.5,8,3,"Yes - broadband connection","In person",107,100,5,1,12,4,6,3,10,2,11,0,0,2,3.Some,"5.Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Other,Religious
2018,y2018,12,G12,CA,Female,17,[17],Right-Handed,167.6,25.4,144.7,1,Car,25,0,47,Dancing,300,600,100,400,500,100,25.4,"Same length",76.2,50.8,"Index finger",08.Aug,1.Winter,No,No,"Rice/Noodle dishes",Water,Art,9,8,4,"Yes - broadband connection","Text messaging",400,450,4,2,1,5,0,0,4,8,3,4,0,2,"2.Very little",6.Other,"Rap/Hip hop",Telepathy,Rich,Actor,Health
2015,y2015,12,G12,CA,Male,17,[17],Right-Handed,163,18,127,1,Car,30,1,46,Swimming,600,900,300,700,1000,1000,,"Same length",63,63,"Same length",01.Jan,3.Summer,Yes,No,Meat,Juice,Art,6,8,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,3,1,2,10,0,30,0,10,35,10,0,3,"4.A lot","5.Graduate degree",Techno/Electronic,Invisibility,Happy,,"International aid"
2014,y2014,6,G06,CA,Female,12,[12],Left-Handed,140,22,137,2,Car,5,0,45,Cycling,100,1000,1000,999,999,999,22,"Same length",,95,"Index finger",03.Mar,3.Summer,No,No,Seafood,Water,Art,9,10,4,"Yes - broadband connection","Internet chat or instant messaging",0,1,1,0,4,3,0,2,1,2,1,3,1,1,"4.A lot","5.Graduate degree",Pop,Invisibility,Famous,"Musician or singer",Health
2021,y2021,12,G12,CA,Female,17,[17],Right-Handed,170,25,170,1,Car,15,0,60,Skateboarding/Rollerblading,1000,1000,500,160,1000,1000,24,"Right foot",90,75,"Index finger",02.Feb,4.Fall,Yes,No,"Rice/Noodle dishes",Water,English,8,11,5,"Yes - broadband connection",Telephone,10,6,30,4,10,7,5,0,10,5,50,40,0,2,"4.A lot","5.Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Health
2015,y2015,11,G11,CA,Female,17,[17],Right-Handed,162.5,24,142,2,Car,10,0,53,Swimming,40,60,100,80,50,80,22,"Right foot",60,60.6,"Ring finger",08.Aug,3.Summer,Yes,No,Seafood,Juice,"Mathematics and statistics",6,9,5,"No internet connection",Telephone,7,20,50,16,14,35,12,5,12,10,10,45,0,28,3.Some,"5.Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"International aid"
2016,y2016,12,G12,CA,Female,16,[16],Right-Handed,154.8,22,160,2,Bus,45,0,37,Soccer,100,100,100,100,50,50,23,"Right foot",70,86,"Ring finger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,y2021,8,G08,CA,Female,13,[13],Right-Handed,165,29,159,1,Car,,0,35,Dancing,,,,,,,29,"Right foot",80,70,"Index finger",06.Jun,1.Winter,Yes,No,Meat,Coffee,History,8,8,,"Yes - broadband connection","Text messaging",150,130,,,,,,,,,,,,,3.Some,"5.Graduate degree",Gospel,Fly,Famous,Relative,Health
2019,y2019,9,G09,CA,Female,14,[14],Right-Handed,155,22,155,2,Car,10,0,31,Other,759,620,631,503,353,342,21,"Right foot",71,71,"Same length",10.Oct,4.Fall,No,No,"Rice/Noodle dishes",Juice,"Mathematics and statistics",5,11,5,"Yes - broadband connection","In person",15,20,21,6,18,7,18,0,5,3,4,0,0,3,"4.A lot","5.Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Friend,"Arts, culture, sports"
2017,y2017,10,G10,CA,Male,15,[15],,152.4,31,185.42,2,Walk,5,0,46,Soccer,754,1000,1000,1000,1000,1000,19,"Same length",60,70,"Same length",09.Sep,2.Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,8,6,,"Internet chat or instant messaging",76,157,2,6,4,9,4,2,1,6,4,4,0,3,"2.Very little","4.Undergraduate degree","Rap/Hip hop",Fly,Happy,"Sports person",Health
2018,y2018,6,G06,CA,Male,11,[11],Left-Handed,135,21,135,2,Car,26,0,48,Soccer,1000,1000,1000,1000,1000,1000,21,"Same length",100,56,"Index finger",06.Jun,3.Summer,No,No,"No favorite",Water,Other,7.5,6.5,5,"Yes - broadband connection","Text messaging",5,100,1,0,0.5,0,0,5,6,0,10,0,0,0,3.Some,"5.Graduate degree","Rap/Hip hop","Freeze time",Rich,Other,"International aid"
2017,y2017,12,G12,CA,Male,18,[18],Right-Handed,160,16,106.68,2,Car,15,1,110,Tennis,10,10,10,10,10,10,,"Same length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,y2014,12,G12,CA,Female,16,[16],Right-Handed,165,23,160,1,Car,15,1,54,Soccer,100,80,95,80,50,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,y2018,6,G06,CA,Male,11,[11],Right-Handed,,,147.32,1,Car,30,0,41,Basketball,471,567,1000,733,310,1000,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,y2016,12,G12,CA,Male,17,[17],Right-Handed,205.7,32.5,222.5,1,Car,17,,,Basketball,100,400,600,850,900,1000,32,"Right foot",95,104,"Ring finger",03.Mar,3.Summer,Yes,No,"No favorite",Tea,"Mathematics and statistics",7,9,4,"Yes - broadband connection","Text messaging",20,20,16,2,15,10,25,10,15,15,9,6,0,2,"2.Very little","5.Graduate degree","Rap/Hip hop","Freeze time",Rich,"Religious figure","Arts, culture, sports"
2018,y2018,12,G12,CA,Male,18,[18],Right-Handed,166,18,171,2,Car,1,0,37,Basketball,471,733,1000,412,1000,1000,17,"Right foot",60,62,"Ring finger",05.May,4.Fall,No,No,"Rice/Noodle dishes",Water,Other,7,8,4,"Yes - broadband connection","In person",2,1,8,1,4,6,10,0,7,1,30,0,0,1,1.None,"2.High school","Rhythm and blues (R&B)",Telepathy,Happy,"Business person","Education/Youth development"
2017,y2017,12,G12,CA,Female,16,[16],Right-Handed,156,20,152,2,Walk,15,0,40,Soccer,70,80,90,100,50,80,21,"Left foot",70,70,"Same length",02.Feb,1.Winter,No,No,Pizza/Pasta,Juice,Art,6,9,5,"Yes - other","Internet chat or instant messaging",15,10,3,0,3,1,3,0,1,2,3,0,0,0,"4.A lot","3.Some college","Rap/Hip hop",Invisibility,Happy,Relative,"International aid"
2015,y2015,12,G12,CA,Male,18,[18],Left-Handed,172.7,21,182,1,Car,15,1,43,Other,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,y2016,12,G12,CA,Female,17,[17],Right-Handed,159,22,164,2,Car,5,1,35,Other,909,898,1000,813,519,856,22.1,"Left foot",70,74,"Ring finger",12.Dec,1.Winter,No,No,Meat,Water,"Mathematics and statistics",6,8,7,"Yes - broadband connection","Text messaging",18,5,10,1,21,15,10,0,15,7,6,6,0,4,"4.A lot","2.High school","Punk rock","Freeze time",Healthy,"Coach or club leader","Education/Youth development"
2018,y2018,8,G08,CA,Female,14,[14],Right-Handed,152,22,153,2,Car,15,1,39,Soccer,1000,1000,1000,900,800,820,22,"Same length",80,75,"Ring finger",12.Dec,1.Winter,Yes,No,Pizza/Pasta,Tea,Art,6,9,4,"Yes - other","In person",120,60,35,1,15,10,3,30,4,4,,3,1,1,"4.A lot","5.Graduate degree",Other,Telepathy,Healthy,Relative,"Wildlife, animals"
2012,y2012,12,G12,CA,Female,17,[17],Right-Handed,160,22,162.6,1,Car,15,0,41,Tennis,797,802,706,706,898,898,21,"Right foot",70,65,"Index finger",04.Apr,3.Summer,No,No,"No favorite",Milk,Science,7,9,4,"Yes - broadband connection","Text messaging",55,55,9,0,20,9,2,0,2,9,3,7,1,2,3.Some,"5.Graduate degree",Pop,Fly,Happy,Relative,"International aid"
2018,y2018,11,G11,CA,Female,17,[17],Right-Handed,157.5,22,158,1,Car,5,0,30,Gymnastics,668,786,968,668,957,957,22,"Same length",72,80,"Ring finger",05.May,3.Summer,No,No,Meat,"Soft drink (caffeinated)",Other,6,7,4,"Yes - broadband connection","Cell phone",6,9,5,3,7,8,6,1,2,2,4,3,0,6,3.Some,"4.Undergraduate degree",Country,Telepathy,Rich,"Business person",Health
2016,y2016,12,G12,CA,Male,17,[17],Right-Handed,170,25,162,2,Car,16,0,93,Soccer,781,838,798,743,940,1000,25,"Same length",120,126,"Ring finger",03.Mar,3.Summer,Yes,No,Meat,"Soft drink (caffeinated)",History,7,10,4,"Yes - broadband connection","Internet chat or instant messaging",20,15,3,0,7,9,4,10,0,1,40,2,0,4,3.Some,"3.Some college",Other,Invisibility,Rich,"Sports person","Wildlife, animals"
2020,y2020,12,G12,CA,Male,17,[17],Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,y2012,7,G07,CA,Female,12,[12],Right-Handed,158,23.5,158,1,Car,60,1,63,Dancing,1000,900,1000,1000,900,1000,24,"Left foot",80,80,"Same length",06.Jun,3.Summer,No,No,Salads,Water,"Social studies",10,14,3,"Yes - broadband connection","In person",15,16,10,3,11,25,10,3,3,,,,,,,,,,,,
2017,y2017,12,G12,CA,Female,17,[17],Right-Handed,160,24,140,2,Car,15,0,41,None,1000,1000,1000,1000,50,60,23,"Right foot",60,60,"Same length",01.Jan,1.Winter,No,Yes,Pizza/Pasta,Water,Science,8,10,4,"Yes - broadband connection","Text messaging",60,50,1,20,5,3,0,0,0,2,0,0,0,0,"4.A lot","5.Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Friend,Environment
2014,y2014,12,G12,CA,Female,17,[17],Right-Handed,167,25,165,2,Car,20,1,64,Tennis,400,400,400,400,890,990,24,"Right foot",,,"Index finger",06.Jun,3.Summer,No,No,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,
2019,y2019,12,G12,CA,Male,17,[17],Right-Handed,172.7,28,134.62,2,Car,12,0,51,Walking/Hiking,1000,1000,1000,925,818,561,28,"Same length",85,84,"Index finger",03.Mar,1.Winter,No,No,Poultry,Tea,History,6,,7,"Yes - other",,15,10,2,1,5,3,2,5,8,5,5,3,2,2,"4.A lot","2.High school",Other,"Super strength",Happy,Other,"International aid"
2018,y2018,12,G12,CA,Female,17,[17],Left-Handed,168,24,133,1,Car,15,1,60,Tennis,668,460,679,690,144,390,24,"Same length",85,70,"Index finger",11.Nov,1.Winter,No,No,Seafood,Water,Science,5,10,4,"Yes - other","Text messaging",15,10,2,4,10,5,0,2,5,8,10,6,0,1,"4.A lot","5.Graduate degree",Pop,Telepathy,Rich,"Doctor or nurse",Health
2014,y2014,12,G12,CA,Male,17,[17],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,y2018,8,G08,CA,Female,13,[13],Right-Handed,153,23,156,1,Bus,30,1,52,Gymnastics,770,930,905,430,200,,22,"Right foot",80,73,"Index finger",08.Aug,4.Fall,No,No,"No favorite",Coffee,Other,6,5,6,"Yes - broadband connection","Text messaging",15,10,,14,7,7,14,7,14,35,,7,0,7,3.Some,"5.Graduate degree",Other,Telepathy,Happy,"Musician or singer",Health
2017,y2017,12,G12,CA,Female,17,[17],Right-Handed,154.9,22,151,2,Car,10,3,53,Baseball/Softball,599,738,513,519,914,1000,22.5,"Left foot",71,69,"Index finger",11.Nov,3.Summer,Yes,No,Fruit,"Soft drink (caffeinated)","Computers and technology",6,8,3,"Yes - other","Text messaging",15,19,12,10,25,3,12,0,7,10,12,0,0,5,"4.A lot","5.Graduate degree","Rap/Hip hop",Fly,Happy,"Musician or singer",Health
